country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2011,0.17,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2012,0.13,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2013,0.13,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2014,0.14,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2015,0.18,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2016,0.23,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2017,0.23,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2018,0.23,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2019,0.19,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2020,0.34,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2021,0.19,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2022,0.2,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2000,0.43,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2001,0.44,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2002,0.45,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2003,0.46,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2004,0.43,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2005,0.44,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2006,0.37,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2007,0.25,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2008,0.25,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2009,0.25,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2010,0.17,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2011,0.17,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2012,0.13,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2013,0.13,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2014,0.13,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2015,0.18,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2016,0.23,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2017,0.23,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2018,0.23,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2019,0.23,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2020,0.33,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2021,0.24,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2022,0.24,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2000,0.43,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2001,0.44,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2002,0.44,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2003,0.45,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2004,0.46,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2005,0.43,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2006,0.37,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2007,0.23,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2008,0.23,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2009,0.24,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2010,0.17,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2011,0.15,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2012,0.15,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2013,0.15,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2014,0.16,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2015,0.18,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2016,0.21,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2017,0.23,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2018,0.21,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2019,0.21,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2020,0.33,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2021,0.22,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cape Verde,CV,CPV,132,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2022,0.22,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2000,0.73,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2001,0.7,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2002,0.66,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2003,0.61,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2004,0.57,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2005,0.52,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2006,0.46,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2007,0.38,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2008,0.33,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2009,0.27,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2010,0.23,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2011,0.19,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2012,0.17,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2013,0.14,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2014,0.12,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2015,0.1,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2016,0.09,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2017,0.07,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2018,0.07,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2019,0.05,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2020,0.04,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2021,0.06,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2022,0.04,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2000,0.74,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2001,0.7,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2002,0.66,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2003,0.62,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2004,0.57,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2005,0.52,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2006,0.46,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2007,0.38,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2008,0.33,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2009,0.28,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2010,0.23,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2011,0.19,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2012,0.17,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2013,0.14,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2014,0.12,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2015,0.1,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2016,0.09,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2017,0.07,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2018,0.07,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2019,0.05,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2020,0.04,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2021,0.06,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2022,0.04,Male,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2000,0.74,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2001,0.7,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2002,0.66,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2003,0.61,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2004,0.57,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2005,0.52,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2006,0.46,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2007,0.38,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2008,0.33,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2009,0.28,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2010,0.23,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2011,0.19,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2012,0.17,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2013,0.14,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2014,0.12,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2015,0.1,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2016,0.09,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2017,0.07,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2018,0.07,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2019,0.05,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2020,0.04,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2021,0.06,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cambodia,KH,KHM,116,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2022,0.04,Total,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2000,4.53,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2001,4.55,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2002,4.47,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2003,4.33,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2004,4.14,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2005,4,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2006,3.68,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2007,3.47,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2008,3.07,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2009,2.92,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2010,2.26,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2011,2.01,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2012,1.68,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2013,1.25,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2014,1.24,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2015,0.97,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2016,1.17,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
Cameroon,CM,CMR,120,"Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",2017,1.06,Female,Units,"Rate per 1,000 of Population",Estimated value,Free,,Total
